type,Ques No.,ACC No,Member asking,PARTY,Executive,Date of publication,Due Date,Date replied to,Response,Status,NOTES,CLUSTER,Question Day,pmg_id,member_id,department,member_match
written,1598,NW1796E,Mr A T Themba,MK,"Forestry, Fisheries and the Environment","Friday, March 20, 2026","Friday, April 07, 2026",2026-04-14,Late,A,,,,36804,818,"Forestry, Fisheries and the Environment",pmg_code
written,1599,NW1797E,Mr S G Mwali,MK,Water and Sanitation,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-14,Late,A,,,,37611,2124,Water and Sanitation,pmg_code
written,1600,NW1798E,Mr S G Mwali,MK,Transport,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-07,Timeous,A,,,,37192,2124,Transport,pmg_code
written,1601,NW1799E,Ms P P Mngadi,MK,Communications and Digital Technologies,"Friday, March 20, 2026","Friday, April 07, 2026",2026-05-08,Late,A,,,,37126,2135,Communications and Digital Technologies,pmg_code
written,1602,NW1800E,Ms P P Mngadi,MK,Communications and Digital Technologies,"Friday, March 20, 2026","Friday, April 07, 2026",2026-05-08,Late,A,,,,37127,2135,Communications and Digital Technologies,pmg_code
written,1603,NW1801E,Mr J S Ngubane,MK,Home Affairs,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-16,Late,A,,,,37128,2135,Home Affairs,pmg_code
written,1604,NW1802E,Mr J S Ngubane,MK,Higher Education,"Friday, March 20, 2026","Friday, April 07, 2026",2026-05-04,Late,A,,,,36796,2082,Higher Education,pmg_code
written,1605,NW1803E,Mr J S Ngubane,MK,Mineral and Petroleum Resources,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-29,Late,A,,,,37195,2134,Mineral and Petroleum Resources,pmg_code
written,1606,NW1804E,Ms P Mkhize,MK,Public Works and Infrastructure,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-07,Timeous,A,,,,36797,2134,Public Works and Infrastructure,pmg_code
written,1607,NW1805E,Ms P Mkhize,MK,Public Works and Infrastructure,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-14,Late,A,,,,36805,2108,Public Works and Infrastructure,pmg_code
written,1608,NW1806E,Ms H H Mbele,MK,Police,"Friday, March 20, 2026","Friday, April 07, 2026",,Late,U,,,,36806,2108,Police,pmg_code
written,1609,NW1807E,Ms H H Mbele,MK,Police,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-13,Late,A,,,,37294,2331,Police,pmg_code
written,1610,NW1808E,Mr G Motaung,MK,"Sports, Arts and Culture","Friday, March 20, 2026","Friday, April 07, 2026",2026-04-13,Late,A,,,,37295,2331,"Sports, Arts and Culture",pmg_code
written,1611,NW1809E,Mr G Motaung,MK,Health,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-14,Late,A,,,,38134,2077,Health,pmg_code
written,1612,NW1810E,Mr G Motaung,MK,"Sports, Arts and Culture","Friday, March 20, 2026","Friday, April 07, 2026",2026-04-13,Late,A,,,,37391,2077,"Sports, Arts and Culture",pmg_code
written,1613,NW1811E,Mr J S Malinga,MK,Health,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-14,Late,A,,,,,2083,Health,member_name
written,1614,NW1812E,Mr J S Malinga,MK,Police,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-24,Late,A,,,,,2083,Police,member_name
written,1615,NW1813E,Mr J S Malinga,MK,Police,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-02,Timeous,A,,,,37117,2342,Police,pmg_code
written,1616,NW1814E,Mr M M Gasa,MK,Correctional Services,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-02,Timeous,A,,,,37091,2105,Correctional Services,pmg_code
written,1617,NW1815E,Mr M M Gasa,MK,Correctional Services,"Friday, March 20, 2026","Friday, April 07, 2026",2026-03-27,Timeous,A,,,,37807,2105,Correctional Services,pmg_code
written,1618,NW1816E,Mr N Ndhlela,MK,Home Affairs,"Friday, March 20, 2026","Friday, April 07, 2026",2026-05-11,Late,A,,,,,2104,Home Affairs,member_name
written,1619,NW1817E,Mr N Ndhlela,MK,Home Affairs,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-16,Late,A,,,,37567,2095,Home Affairs,pmg_code
written,1620,NW1818E,Mr K B Madlala,MK,Land Reform and Rural Development,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-17,Late,A,,,,37093,1845,Land Reform and Rural Development,pmg_code
written,1621,NW1819E,Mr K B Madlala,MK,Land Reform and Rural Development,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-08,Late,A,,,,37092,1845,Land Reform and Rural Development,pmg_code
written,1622,NW1820E,Mr J A Mngxitam,MK,Land Reform and Rural Development,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-17,Late,A,,,,37340,1845,Land Reform and Rural Development,pmg_code
written,1623,NW1821E,Mr J A Mngxitam,MK,Land Reform and Rural Development,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-17,Late,A,,,,37118,2363,Land Reform and Rural Development,pmg_code
written,1624,NW1822E,Mr E K Madlala,MK,Cooperative Governance and Traditional Affairs,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-02,Timeous,A,,,,37525,2363,Cooperative Governance and Traditional Affairs,pmg_code
written,1625,NW1823E,Mr E K Madlala,MK,Mineral and Petroleum Resources,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-29,Late,A,,,,37892,2098,Mineral and Petroleum Resources,pmg_code
written,1626,NW1824E,Mr M J Matutu,MK,Correctional Services,"Friday, March 20, 2026","Friday, April 07, 2026",2026-03-27,Timeous,A,,,,37296,2098,Correctional Services,pmg_code
written,1627,NW1825E,Mr M J Matutu,MK,Water and Sanitation,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-14,Late,A,,,,37620,2083,Water and Sanitation,pmg_code
written,1628,NW1826E,Mr N I Nxumalo,MK,Water and Sanitation,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-14,Late,A,,,,37280,2083,Water and Sanitation,pmg_code
written,1629,NW1827E,Mr N I Nxumalo,MK,Water and Sanitation,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-14,Late,A,,,,38135,163,Water and Sanitation,pmg_code
written,1630,NW1828E,Mr N I Nxumalo,MK,Water and Sanitation,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-14,Late,A,,,,36963,163,Water and Sanitation,pmg_code
written,1631,NW1829E,Ms N Buthelezi,MK,"Sports, Arts and Culture","Friday, March 20, 2026","Friday, April 07, 2026",2026-04-13,Late,A,,,,,2359,"Sports, Arts and Culture",manual
written,1632,NW1830E,Ms G Mchunu,MK,"Sports, Arts and Culture","Friday, March 20, 2026","Friday, April 07, 2026",2026-04-13,Late,A,,,,38153,2359,"Sports, Arts and Culture",pmg_code
written,1633,NW1831E,Ms P P Mngadi,MK,"Sports, Arts and Culture","Friday, March 20, 2026","Friday, April 07, 2026",2026-04-13,Late,A,,,,37281,2359,"Sports, Arts and Culture",pmg_code
written,1634,NW1832E,Ms O M C Maotwe,EFF,Public Works and Infrastructure,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-07,Timeous,A,,,,37483,2377,Public Works and Infrastructure,pmg_code
written,1635,NW1833E,Ms O M C Maotwe,EFF,Public Works and Infrastructure,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-07,Timeous,A,,,,37484,2377,Public Works and Infrastructure,pmg_code
written,1636,NW1834E,Ms M Dlamini,EFF,Basic Education,"Friday, March 20, 2026","Friday, April 07, 2026",,Late,U,,,,,1803,Basic Education,member_name
written,1637,NW1836E,Ms M Dlamini,EFF,Water and Sanitation,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-15,Late,A,,,,38136,2355,Water and Sanitation,pmg_code
written,1638,NW1837E,Ms M S Letlape,EFF,Basic Education,"Friday, March 20, 2026","Friday, April 07, 2026",2026-05-25,Late,A,,,,37282,2122,Basic Education,pmg_code
written,1639,NW1838E,Ms M S Letlape,EFF,Basic Education,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-22,Late,A,,,,37196,2075,Basic Education,pmg_code
written,1640,NW1840E,Mr M Khoza,EFF,Health,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-16,Late,A,,,,37198,2075,Health,pmg_code
written,1641,NW1841E,Mr M Khoza,EFF,Health,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-16,Late,A,,,,37172,2358,Health,pmg_code
written,1642,NW1843E,Mr V Pambo,EFF,Mineral and Petroleum Resources,"Friday, March 20, 2026","Tuesday, April 14, 2026",2026-05-25,Late,A,"Transferred from DTIC Friday, 27 March 2026",,,36964,2378,Mineral and Petroleum Resources,pmg_code
written,1643,NW1844E,Mr V Pambo,EFF,Defence and Military Veterans,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-09,Late,A,,,,36965,2378,Defence and Military Veterans,pmg_code
written,1644,NW1845E,Mr C G Niehaus,EFF,International Relations and Cooperation,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-16,Late,A,,,,36966,2378,International Relations and Cooperation,pmg_code
written,1645,NW1846E,Mr C G Niehaus,EFF,International Relations and Cooperation,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-16,Late,A,,,,36967,817,International Relations and Cooperation,pmg_code
written,1646,NW1848E,Ms T J Mokwele,EFF,Cooperative Governance and Traditional Affairs,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-15,Late,A,,,,37199,2093,Cooperative Governance and Traditional Affairs,pmg_code
written,1647,NW1849E,Ms T J Mokwele,EFF,Cooperative Governance and Traditional Affairs,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-15,Late,A,,,,37488,2357,Cooperative Governance and Traditional Affairs,pmg_code
written,1648,NW1850E,Ms T J Mokwele,EFF,Transport,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-07,Timeous,A,,,,37095,2120,Transport,pmg_code
written,1649,NW1851E,Ms N R Mashabela,EFF,Tourism,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-10,Late,A,,,,37587,2120,Tourism,pmg_code
written,1650,NW1852E,Ms N R Mashabela,EFF,Tourism,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-10,Late,A,,,,36904,2120,Tourism,pmg_code
written,1651,NW1854E,Mr S Lonzi,EFF,Higher Education,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-13,Late,A,,,,37248,2093,Higher Education,pmg_code_name
written,1652,NW1855E,Mr S Lonzi,EFF,Home Affairs,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-16,Late,A,,,,37392,2091,Home Affairs,pmg_code
written,1653,NW1856E,Ms P Marais,EFF,Social Development,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-30,Late,A,,,,37067,2091,Social Development,pmg_code
written,1654,NW1858E,Ms P Marais,EFF,Police,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-02,Timeous,A,,,,36912,2103,Police,pmg_code
written,1655,NW1859E,Ms L H Arries,EFF,Small Business Development,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-23,Late,A,,,,37363,2103,Small Business Development,pmg_code
written,1656,NW1860E,Ms L H Arries,EFF,Agriculture,"Friday, March 20, 2026","Friday, April 07, 2026",2026-05-15,Late,A,,,,37241,2131,Agriculture,pmg_code
written,1657,NW1861E,Ms L H Arries,EFF,Agriculture,"Friday, March 20, 2026","Friday, April 07, 2026",2026-05-07,Late,A,,,,36807,2131,Agriculture,pmg_code
written,1658,NW1862E,Ms M R Mohlala,EFF,Basic Education,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-22,Late,A,,,,36968,2383,Basic Education,pmg_code
written,1659,NW1863E,Ms M R Mohlala,EFF,Health,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-30,Late,A,,,,36969,2383,Health,pmg_code
written,1660,NW1864E,Ms M R Mohlala,EFF,Land Reform and Rural Development,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-08,Late,A,,,,37094,2383,Land Reform and Rural Development,pmg_code
written,1661,NW1866E,Mrs L F Tito,EFF,Basic Education,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-22,Late,A,,,,37174,2099,Basic Education,pmg_code
written,1662,NW1867E,Mrs L F Tito,EFF,Basic Education,"Friday, March 20, 2026","Friday, April 07, 2026",2026-05-15,Late,A,,,,37129,698,Basic Education,pmg_code
written,1663,NW1868E,Ms C N Mkhonto,EFF,Home Affairs,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-02,Timeous,A,,,,36970,698,Home Affairs,pmg_code
written,1664,NW1869E,Ms B K Diale,EFF,Water and Sanitation,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-15,Late,A,,,,36730,2086,Water and Sanitation,pmg_code
written,1665,NW1872E,Ms N Tafeni,EFF,Health,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-30,Late,A,,,,37175,2104,Health,pmg_code
written,1666,NW1873E,Ms L Managa,EFF,Health,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-14,Late,A,,,,37588,2356,Health,pmg_code
written,1667,NW1874E,Ms L Managa,EFF,Health,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-14,Late,A,,,,36808,2356,Health,pmg_code
written,1668,NW1875E,Ms L Managa,EFF,Health,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-14,Late,A,,,,37778,150,Health,pmg_code
written,1669,NW1876E,Mr E Mthethwa,EFF,Transport,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-07,Timeous,A,,,,37893,150,Transport,pmg_code
written,1670,NW1877E,Mr E Mthethwa,EFF,"Sports, Arts and Culture","Friday, March 20, 2026","Friday, April 07, 2026",2026-04-13,Late,A,,,,37987,150,"Sports, Arts and Culture",pmg_code
written,1671,NW1878E,Mr C Matiwane,EFF,Tourism,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-10,Late,A,,,,37176,1300,Tourism,pmg_code
written,1672,NW1879E,Ms N M Mhlongo,EFF,Basic Education,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-22,Late,A,,,,37283,1300,Basic Education,pmg_code
written,1673,NW1880E,Ms N M Mhlongo,EFF,Transport,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-07,Timeous,A,,,,37284,1368,Transport,pmg_code
written,1674,NW1881E,Ms N M Mhlongo,EFF,Home Affairs,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-02,Timeous,A,,,,37808,1368,Home Affairs,pmg_code
written,1675,NW1882E,Mr M B Blose,EFF,Employment and Labour,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-28,Late,A,,,,37177,1972,Employment and Labour,pmg_code
written,1676,NW1883E,Mr M B Blose,EFF,Transport,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-07,Timeous,A,,,,37178,1972,Transport,pmg_code
written,1677,NW1884E,Mr M B Blose,EFF,Home Affairs,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-20,Late,A,,,,37242,1970,Home Affairs,pmg_code
written,1678,NW1885E,Ms S Gcilishe,EFF,Public Service and Administration,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-10,Late,A,,,,,1909,Public Service and Administration,member_name
written,1679,NW1886E,Ms S Gcilishe,EFF,Public Service and Administration,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-29,Late,A,,,,37486,1776,Public Service and Administration,pmg_code
written,1680,NW1888E,Mr N S Matiase,EFF,Land Reform and Rural Development,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-08,Late,A,,,,37557,1842,Land Reform and Rural Development,pmg_code
written,1681,NW1889E,Mr N S Matiase,EFF,Land Reform and Rural Development,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-08,Late,A,,,,37243,1776,Land Reform and Rural Development,pmg_code
written,1682,NW1890E,Mr N S Matiase,EFF,Agriculture,"Friday, March 20, 2026","Friday, April 07, 2026",2026-03-26,Timeous,A,,,,38137,1300,Agriculture,pmg_code
written,1683,NW1891E,Dr S S Thembekwayo,EFF,"Science, Technology and Innovation","Friday, March 20, 2026","Friday, April 07, 2026",2026-04-20,Late,A,,,,36883,1971,"Science, Technology and Innovation",pmg_code
written,1684,NW1892E,Dr S S Thembekwayo,EFF,"Science, Technology and Innovation","Friday, March 20, 2026","Friday, April 07, 2026",2026-04-07,Timeous,A,,,,36884,1971,"Science, Technology and Innovation",pmg_code
written,1685,NW1893E,Mr T P Mogale,EFF,Home Affairs,"Friday, March 20, 2026","Friday, April 07, 2026",2026-06-29,Late,A,,,,37247,1971,Home Affairs,pmg_code
written,1686,NW1894E,Mr T P Mogale,EFF,Home Affairs,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-20,Late,A,,,,,1799,Home Affairs,member_name
written,1687,NW1895E,Mr T P Mogale,EFF,Home Affairs,"Friday, March 20, 2026","Friday, April 07, 2026",2026-06-29,Late,A,,,,,1799,Home Affairs,member_name
written,1688,NW1896E,Mr P G Atkinson,DA,Agriculture,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-15,Late,A,,,,37991,1970,Agriculture,pmg_code
written,1689,NW1897E,Mr P G Atkinson,DA,Basic Education,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-22,Late,A,,,,37645,813,Basic Education,pmg_code
written,1690,NW1898E,Mr P G Atkinson,DA,Communications and Digital Technologies,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-02,Timeous,A,,,,36971,813,Communications and Digital Technologies,pmg_code
written,1691,NW1899E,Mrs W R Alexander,DA,Cooperative Governance and Traditional Affairs,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-02,Timeous,A,,,,37179,1351,Cooperative Governance and Traditional Affairs,pmg_code
written,1692,NW1900E,Mrs W R Alexander,DA,Correctional Services,"Friday, March 20, 2026","Friday, April 07, 2026",2026-03-27,Timeous,A,,,,37181,1351,Correctional Services,pmg_code
written,1693,NW1901E,Mrs W R Alexander,DA,Defence and Military Veterans,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-23,Late,A,,,,37894,1351,Defence and Military Veterans,pmg_code
written,1694,NW1902E,Mr J N de Villiers,DA,Electricity and Energy,"Friday, March 20, 2026","Friday, April 07, 2026",2026-05-07,Late,A,,,,37416,1842,Electricity and Energy,pmg_code
written,1695,NW1903E,Mr J N de Villiers,DA,Employment and Labour,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-01,Timeous,A,,,,37285,1842,Employment and Labour,pmg_code
written,1696,NW1904E,Mr J N de Villiers,DA,Finance,"Friday, March 20, 2026","Friday, April 07, 2026",2026-03-31,Timeous,A,,,,37131,1842,Finance,pmg_code
written,1697,NW1905E,Ms N J Bollman,DA,"Forestry, Fisheries and the Environment","Friday, March 20, 2026","Friday, April 07, 2026",2026-04-14,Late,A,,,,37383,1718,"Forestry, Fisheries and the Environment",pmg_code
written,1698,NW1906E,Ms N J Bollman,DA,Health,"Friday, March 20, 2026","Friday, April 07, 2026",2026-03-23,Late,A,,,,37068,1699,Health,pmg_code
written,1699,NW1907E,Ms N J Bollman,DA,Higher Education,"Friday, March 20, 2026","Friday, April 07, 2026",2026-05-04,Late,A,,,,37436,1699,Higher Education,pmg_code
written,1700,NW1908E,Mr E J Marais,DA,Home Affairs,"Friday, March 20, 2026","Friday, April 07, 2026",RULE 146(1),R146(1),R146(1),,,,37096,1404,Home Affairs,pmg_code
written,1701,NW1909E,Mr E J Marais,DA,Human Settlements,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-01,Timeous,A,,,,37180,1404,Human Settlements,pmg_code
written,1702,NW1910E,Mr E J Marais,DA,International Relations and Cooperation,"Friday, March 20, 2026","Friday, April 07, 2026",2026-05-04,Late,A,,,,37489,291,International Relations and Cooperation,pmg_code_name
written,1703,NW1911E,Mr M Chetty,DA,Justice and Constitutional Development,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-22,Late,A,,,,37250,1774,Justice and Constitutional Development,pmg_code
written,1704,NW1912E,Mr M Chetty,DA,Land Reform and Rural Development,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-08,Late,A,,,,37069,1329,Land Reform and Rural Development,pmg_code
written,1705,NW1913E,Mr M Chetty,DA,Mineral and Petroleum Resources,"Friday, March 20, 2026","Friday, April 07, 2026",2026-04-29,Late,A,,,,38138,2371,Mineral and Petroleum Resources,pmg_code
written,1706,NW1914E,Ms K L Khakhau,DA,"Planning, Monitoring and Evaluation","Friday, March 20, 2026","Friday, April 07, 2026",2026-04-01,Timeous,A,,,,38139,2371,"Planning, Monitoring and Evaluation",pmg_code
written,1707,NW1915E,Ms K L Khakhau,DA,Police,"Friday, March 20, 2026","Friday, April 07, 2026",2026-03-26,Timeous,A,,,,38675,2371,Police,pmg_code
